id,lat,long,latsta,longsta,magnitudo,kategori_magnitudo, kedalaman,kategori_kedalaman,PGA,kategori_PGA, jarakhipo,kategori_jarakhipo,MMI,efek_gempa
338,1.41,126.81,1.443,125.179,6.4,Kuat,10,Sangat Dangkal,23.5872,Medium,181.354,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
339,1.45,127,0.664562,127.445688,5,Kuat,58,Dangkal,0.11495,Kecil,115.812,Intermediet,1,Tidak Ada atau Jarang Kerusakan
340,1.17,96.42,2.40893,96.32671,5.1,Kuat,53,Dangkal,3.3808,Kecil,89.141,Dangkal,3,Tidak Ada atau Jarang Kerusakan
341,-3.17,139.89,-2.51,140.7,5,Kuat,86,Menengah,1.13364,Kecil,144.384,Intermediet,2,Tidak Ada atau Jarang Kerusakan
342,0.51,125.66,1.443,125.179,5.4,Kuat,10,Sangat Dangkal,32.5826,Medium,116.944,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
343,-9.55,112.6,-8.1521,112.4506,5,Kuat,10,Sangat Dangkal,1.97564,Kecil,156.371,Intermediet,2,Tidak Ada atau Jarang Kerusakan
344,-7.54,115.58,-8.6774,115.2097,5.85,Kuat,366,Menengah,5.51891,Kecil,389.339,Dalam,3,Tidak Ada atau Jarang Kerusakan
345,-2.06,139.74,-2.51,140.7,5.3,Kuat,10,Sangat Dangkal,3.73861,Kecil,118.11,Intermediet,3,Tidak Ada atau Jarang Kerusakan
346,-4.1,102.72,-3.6506,102.593,5,Kuat,101,Menengah,1.56587,Kecil,113.526,Intermediet,2,Tidak Ada atau Jarang Kerusakan
347,-5.1,126.5,1.443,125.179,5.1,Kuat,10,Sangat Dangkal,15.2459,Medium,151.657,Intermediet,3,Tidak Ada atau Jarang Kerusakan
